day,second_of_day,timestamp,origin_lat,origin_lon,origin_node,destination_node,intensity
49,57512,Day 49: 15:58:32,40.3613844,-74.6596406,408,1293,50
49,3474,Day 49: 00:57:54,40.3417545,-74.6599346,1397,1293,35
49,57555,Day 49: 15:59:15,40.3226778,-74.6446615,764,1293,6
49,66817,Day 49: 18:33:37,40.361207048020994,-74.65090559149054,917,1293,24
49,57532,Day 49: 15:58:52,40.3493425000878,-74.66095340008091,342,1293,22
49,79852,Day 49: 22:10:52,40.318042999999996,-74.645838,641,1293,23
50,65177,Day 50: 18:06:17,40.345370900000006,-74.66254150000002,224,1293,5
50,63769,Day 50: 17:42:49,40.35660970003514,-74.65553755002915,852,1293,3
50,61453,Day 50: 17:04:13,40.3119542,-74.642638,1391,1293,38
50,72092,Day 50: 20:01:32,40.361931999999996,-74.653594,410,1293,15
50,66567,Day 50: 18:29:27,40.340863799999994,-74.6678327,230,1293,23
50,29231,Day 50: 08:07:11,40.3138955,-74.6360794,668,1293,10
50,62941,Day 50: 17:29:01,40.35643609999999,-74.6604995,790,1293,11
50,62884,Day 50: 17:28:04,40.3284513,-74.6461361,399,1293,14
51,73387,Day 51: 20:23:07,40.3538782,-74.6540424,272,1293,49
51,64271,Day 51: 17:51:11,40.344885399999995,-74.6603323,721,1293,44
51,57992,Day 51: 16:06:32,40.3538782,-74.6540424,272,1293,19
51,65997,Day 51: 18:19:57,40.353106600000004,-74.6621849,837,1293,15
51,61408,Day 51: 17:03:28,40.357775299999986,-74.6062119,1178,1293,13
51,61088,Day 51: 16:58:08,40.31026810000001,-74.6432336,1380,1293,48
51,57612,Day 51: 16:00:12,40.3636423,-74.6587273,799,1293,25
52,68024,Day 52: 18:53:44,40.35039199999999,-74.6571153,631,1293,44
52,52401,Day 52: 14:33:21,40.35033889999999,-74.6535251,630,1293,43
52,59724,Day 52: 16:35:24,40.35132985009542,-74.6542150001004,804,1293,35
52,60934,Day 52: 16:55:34,40.352700999999996,-74.671722,283,1293,3
52,71779,Day 52: 19:56:19,40.352675,-74.65881,911,1293,21
52,61315,Day 52: 17:01:55,40.35066099999999,-74.667944,503,1293,40
52,48379,Day 52: 13:26:19,40.35274799999999,-74.655175,850,1293,37
52,68644,Day 52: 19:04:04,40.35188589999999,-74.6559076,851,1293,30
52,66697,Day 52: 18:31:37,40.348658800004,-74.66302809997009,726,1293,13
53,61002,Day 53: 16:56:42,40.351947,-74.643967,327,1293,52
53,63607,Day 53: 17:40:07,40.352193,-74.654863,849,1293,14
53,77282,Day 53: 21:28:02,40.339250099999994,-74.6554525,1296,1293,36
53,72117,Day 53: 20:01:57,40.310131000000005,-74.6423449,1385,1293,7
53,57985,Day 53: 16:06:25,40.3305224,-74.6390988,53,1293,23
53,65429,Day 53: 18:10:29,40.35392099999999,-74.659713,787,1293,13
53,66140,Day 53: 18:22:20,40.35377459999999,-74.6583855,784,1293,12
54,78928,Day 54: 21:55:28,40.351181999999994,-74.646682,325,1293,32
54,68466,Day 54: 19:01:06,40.354308,-74.65308300000001,268,1293,12
54,58685,Day 54: 16:18:05,40.31513990002762,-74.63826009994621,176,1293,62
54,82496,Day 54: 22:54:56,40.355979,-74.6537649,275,1293,21
54,71703,Day 54: 19:55:03,40.350955899999995,-74.6737659,538,1293,53
55,61614,Day 55: 17:06:54,40.317963408428355,-74.65432941565481,77,1293,32
55,63781,Day 55: 17:43:01,40.356864,-74.6478104,436,1293,20
55,65530,Day 55: 18:12:10,40.3074932,-74.6439648,1366,1293,44
55,61375,Day 55: 17:02:55,40.31736350000102,-74.65367450001057,85,1293,9
55,65944,Day 55: 18:19:04,40.3538782,-74.6540424,272,1293,28
55,57608,Day 55: 16:00:08,40.3562039,-74.6504527,273,1293,17
55,46348,Day 55: 12:52:28,40.353165999999995,-74.64818400000001,548,1293,11
55,61911,Day 55: 17:11:51,40.353861800000004,-74.6615699,256,1293,69
56,62845,Day 56: 17:27:25,40.357864499999984,-74.6623624,583,1293,31
56,71055,Day 56: 19:44:15,40.355905199999995,-74.647653,832,1293,27
56,66886,Day 56: 18:34:46,40.357250199999996,-74.6571694,588,1293,51
56,61154,Day 56: 16:59:14,40.308205550067484,-74.6418979499714,1369,1293,47
56,57142,Day 56: 15:52:22,40.3001444,-74.6816021,861,1293,3
56,63396,Day 56: 17:36:36,40.34781850000001,-74.6550376,632,1293,17
56,60957,Day 56: 16:55:57,40.35468899999999,-74.651722,271,1293,48
56,57126,Day 56: 15:52:06,40.355497,-74.646775,130,1293,28
57,57777,Day 57: 16:02:57,40.3532342,-74.6656512,385,1293,37
57,72065,Day 57: 20:01:05,40.35050249999999,-74.6481873,324,1293,31
57,61068,Day 57: 16:57:48,40.35098680000001,-74.6611322,341,1293,1
57,61284,Day 57: 17:01:24,40.36334099999999,-74.644245,338,1293,13
57,57380,Day 57: 15:56:20,40.35197399999999,-74.660747,508,1293,30
57,58858,Day 57: 16:20:58,40.351469000016294,-74.65771509990024,913,1293,35
57,81320,Day 57: 22:35:20,40.352568,-74.661003,511,1293,10
57,41996,Day 57: 11:39:56,40.35048900000001,-74.66299,350,1293,42
57,61349,Day 57: 17:02:29,40.33546969999999,-74.6634086,557,1293,20
58,57641,Day 58: 16:00:41,40.3093964,-74.6397635,1382,1293,32
58,78837,Day 58: 21:53:57,40.36935220000001,-74.646049,967,1293,32
58,58046,Day 58: 16:07:26,40.329327299999996,-74.6473322,927,1293,21
58,51287,Day 58: 14:14:47,40.329166,-74.605886,1045,1293,54
58,68056,Day 58: 18:54:16,40.3557693,-74.604067,1037,1293,7
58,68541,Day 58: 19:02:21,40.325467,-74.654394,580,1293,48
59,47743,Day 59: 13:15:43,40.35188910007403,-74.6523897500774,267,1293,12
59,67215,Day 59: 18:40:15,40.35392099999999,-74.659713,787,1293,42
59,74430,Day 59: 20:40:30,40.3017239,-74.6743575,1257,1293,18
59,64645,Day 59: 17:57:25,40.35516099999999,-74.6501,565,1293,52
59,61793,Day 59: 17:09:53,40.3571051,-74.6008497,1023,1293,19
59,64590,Day 59: 17:56:30,40.35087999999999,-74.6588674,610,1293,35
59,61688,Day 59: 17:08:08,40.352871100003746,-74.66340454997399,737,1293,18
59,62010,Day 59: 17:13:30,40.3538782,-74.6540424,272,1293,38
60,61129,Day 60: 16:58:49,40.35529859999999,-74.6496337,572,1293,18
60,63350,Day 60: 17:35:50,40.35157223520821,-74.66336114473114,505,1293,12
60,68424,Day 60: 19:00:24,40.35516099999999,-74.6501,565,1293,23
60,57529,Day 60: 15:58:49,40.3555604,-74.6487883,573,1293,25
60,7407,Day 60: 02:03:27,40.350856400000005,-74.6602711,835,1293,18
60,68119,Day 60: 18:55:19,40.3555604,-74.6487883,573,1293,20
60,30287,Day 60: 08:24:47,40.35614129999999,-74.6672063,745,1293,37
60,65769,Day 60: 18:16:09,40.34702130000001,-74.6618575,725,1293,1
61,38706,Day 61: 10:45:06,40.353106600000004,-74.6621849,837,1293,32
61,52759,Day 61: 14:39:19,40.316169800000004,-74.6563589,1253,1293,20
61,61301,Day 61: 17:01:41,40.32900300000001,-74.597871,1064,1293,25
61,61277,Day 61: 17:01:17,40.311795700000005,-74.6325747,1435,1293,33
61,68392,Day 61: 18:59:52,40.350364,-74.66902100000001,897,1293,25
61,62900,Day 61: 17:28:20,40.349827300008215,-74.64760535000703,307,1293,24
61,65560,Day 61: 18:12:40,40.36524899999999,-74.6457585,337,1293,38
61,57939,Day 61: 16:05:39,40.357409700003025,-74.66548024997776,746,1293,28
62,57777,Day 62: 16:02:57,40.35675570000001,-74.6506303,564,1293,54
62,72186,Day 62: 20:03:06,40.34897599999999,-74.645022,311,1293,29
62,55679,Day 62: 15:27:59,40.3554432,-74.6695648,777,1293,13
62,72528,Day 62: 20:08:48,40.32518440231504,-74.64152380072211,61,1293,9
62,1936,Day 62: 00:32:16,40.3511892,-74.6604189,510,1293,65
62,71788,Day 62: 19:56:28,40.348235,-74.669228,896,1293,49
63,61115,Day 63: 16:58:35,40.3532342,-74.6656512,385,1293,11
63,57350,Day 63: 15:55:50,40.35799609999999,-74.6617955,414,1293,37
63,71826,Day 63: 19:57:06,40.318459959807655,-74.65514709868962,74,1293,23
63,57723,Day 63: 16:02:03,40.32439060000001,-74.6425825,768,1293,12
63,56366,Day 63: 15:39:26,40.340869470580145,-74.65593863004963,1398,1293,4
63,72027,Day 63: 20:00:27,40.35048900000001,-74.66299,350,1293,3
63,30101,Day 63: 08:21:41,40.303071900000205,-74.64935534999783,1344,1293,30
63,43817,Day 63: 12:10:17,40.36189699999999,-74.646103,36,1293,36
63,62558,Day 63: 17:22:38,40.3517393,-74.6528816,805,1293,28
63,61688,Day 63: 17:08:08,40.35188589999999,-74.6559076,851,1293,7
64,57568,Day 64: 15:59:28,40.35392099999999,-74.659713,787,1293,11
64,61375,Day 64: 17:02:55,40.36189699999999,-74.646103,36,1293,28
64,67936,Day 64: 18:52:16,40.32514139999999,-74.6455959,73,1293,42
64,57084,Day 64: 15:51:24,40.32518440231504,-74.64152380072211,61,1293,14
64,61688,Day 64: 17:08:08,40.352679,-74.6497542,570,1293,38
64,57307,Day 64: 15:55:07,40.35048900000001,-74.66299,350,1293,26
64,58657,Day 64: 16:17:37,40.362052999999996,-74.653109,254,1293,12
65,69880,Day 65: 19:24:40,40.3116353,-74.6411442,1392,1293,24
65,77787,Day 65: 21:36:27,40.352675,-74.65881,911,1293,56
65,64587,Day 65: 17:56:27,40.3622228,-74.6564097,249,1293,13
65,60968,Day 65: 16:56:08,40.35518239999999,-74.6534134,270,1293,14
65,46060,Day 65: 12:47:40,40.352675,-74.65881,911,1293,20
65,60830,Day 65: 16:53:50,40.354497099999996,-74.6618334,257,1293,53
66,48923,Day 66: 13:35:23,40.354497099999996,-74.6618334,257,1293,7
66,60934,Day 66: 16:55:34,40.326310799999995,-74.6423468,944,1293,18
66,60295,Day 66: 16:44:55,40.34431889999999,-74.6619301,724,1293,14
66,69633,Day 66: 19:20:33,40.3511892,-74.6604189,510,1293,26
66,78837,Day 66: 21:53:57,40.34781850000001,-74.6550376,632,1293,14
66,41296,Day 66: 11:28:16,40.35468899999999,-74.651722,271,1293,25
66,57391,Day 66: 15:56:31,40.3517393,-74.6528816,805,1293,17
66,57432,Day 66: 15:57:12,40.361197,-74.649475,215,1293,30
67,58739,Day 67: 16:18:59,40.35066099999999,-74.667944,503,1293,9
67,69880,Day 67: 19:24:40,40.353054,-74.655347,561,1293,37
67,65074,Day 67: 18:04:34,40.352116,-74.663057,506,1293,2
67,61253,Day 67: 17:00:53,40.35516099999999,-74.6501,565,1293,51
67,73741,Day 67: 20:29:01,40.3417442,-74.6558806,1295,1293,31
67,85869,Day 67: 23:51:09,40.35693139999999,-74.6541728,638,1293,14
67,59419,Day 67: 16:30:19,40.361341,-74.644904,31,1293,25
67,63562,Day 67: 17:39:22,40.35799609999999,-74.6617955,414,1293,25
67,60999,Day 67: 16:56:39,40.3113835,-74.63815770000001,1389,1293,7
68,72028,Day 68: 20:00:28,40.35157223520821,-74.66336114473114,505,1293,18
68,77172,Day 68: 21:26:12,40.31187849999999,-74.6392795,1388,1293,30
68,61362,Day 68: 17:02:42,40.35736579999999,-74.648185,434,1293,16
68,67153,Day 68: 18:39:13,40.3572891,-74.6621202,1421,1293,22
68,58279,Day 68: 16:11:19,40.348235,-74.669228,896,1293,36
68,58518,Day 68: 16:15:18,40.360452099999996,-74.59978700000002,1149,1293,47
68,80563,Day 68: 22:22:43,40.359362999999995,-74.6467567,34,1293,56
68,48430,Day 68: 13:27:10,40.354839000032335,-74.64312100005067,344,1293,11
68,45344,Day 68: 12:35:44,40.35087999999999,-74.6588674,610,1293,32
69,61743,Day 69: 17:09:03,40.315887,-74.653611,298,1293,58
69,66140,Day 69: 18:22:20,40.34990335008203,-74.66119355006516,340,1293,15
69,68606,Day 69: 19:03:26,40.35392099999999,-74.659713,787,1293,15
69,61987,Day 69: 17:13:07,40.348235,-74.669228,896,1293,11
69,62828,Day 69: 17:27:08,40.313509,-74.65122000000001,297,1293,55
69,57350,Day 69: 15:55:50,40.3113835,-74.63815770000001,1389,1293,11
69,61134,Day 69: 16:58:54,40.350852800000006,-74.6520544,634,1293,13
69,71987,Day 69: 19:59:47,40.3538912,-74.6661679,305,1293,32
70,71937,Day 70: 19:58:57,40.35516099999999,-74.6501,565,1293,1
70,64478,Day 70: 17:54:38,40.3417442,-74.6558806,1295,1293,48
70,66451,Day 70: 18:27:31,40.3211643,-74.6368403,908,1293,11
70,61228,Day 70: 17:00:28,40.34937909999999,-74.6562573,629,1293,53
70,61614,Day 70: 17:06:54,40.359362999999995,-74.6467567,34,1293,9
71,58304,Day 71: 16:11:44,40.357722,-74.6454227,317,1293,12
71,62864,Day 71: 17:27:44,40.30885889999999,-74.642151,1373,1293,5
71,60406,Day 71: 16:46:46,40.3226778,-74.6446615,764,1293,35
71,68528,Day 71: 19:02:08,40.31999699999999,-74.635313,907,1293,44
71,67301,Day 71: 18:41:41,40.308678900000004,-74.6366089,1372,1293,40
71,64300,Day 71: 17:51:40,40.34634969999998,-74.66757,226,1293,18
71,57932,Day 71: 16:05:32,40.305246000000004,-74.627377,678,1293,11
71,57089,Day 71: 15:51:29,40.350749699999994,-74.6621001,349,1293,11
72,61355,Day 72: 17:02:35,40.34038890000001,-74.6558733,1399,1293,10
72,69284,Day 72: 19:14:44,40.35306099999999,-74.667735,383,1293,23
72,61439,Day 72: 17:03:59,40.34990335008203,-74.66119355006516,340,1293,40
72,61507,Day 72: 17:05:07,40.348904,-74.6624533,727,1293,47
72,61314,Day 72: 17:01:54,40.348904,-74.6624533,727,1293,32
72,57339,Day 72: 15:55:39,40.352193,-74.654863,849,1293,62
72,59781,Day 72: 16:36:21,40.31474699999998,-74.637946,174,1293,31
72,61142,Day 72: 16:59:02,40.35584000000878,-74.66240899993502,741,1293,15
73,59235,Day 73: 16:27:15,40.327639,-74.651579,443,1293,6
73,56987,Day 73: 15:49:47,40.353311999999995,-74.661324,258,1293,37
73,68135,Day 73: 18:55:35,40.307009400000005,-74.6440985,1365,1293,29
73,61139,Day 73: 16:58:59,40.3111427,-74.6594917,88,1293,49
73,60996,Day 73: 16:56:36,40.3093964,-74.6397635,1382,1293,20
73,60046,Day 73: 16:40:46,40.3511892,-74.6604189,510,1293,78
73,61255,Day 73: 17:00:55,40.324954999999996,-74.646038,79,1293,28
73,60879,Day 73: 16:54:39,40.352871100003746,-74.66340454997399,737,1293,45
74,58627,Day 74: 16:17:07,40.355979,-74.6537649,275,1293,37
74,57617,Day 74: 16:00:17,40.308324899999995,-74.6383081,1375,1293,45
74,61561,Day 74: 17:06:01,40.361207048020994,-74.65090559149054,917,1293,31
74,71692,Day 74: 19:54:52,40.299668500010704,-74.68085890002779,71,1293,21
74,66697,Day 74: 18:31:37,40.32143689999999,-74.6371883,971,1293,26
74,68182,Day 74: 18:56:22,40.35762330000001,-74.6483873,433,1293,10
75,75340,Day 75: 20:55:40,40.35332400000001,-74.647674,547,1293,35
75,57233,Day 75: 15:53:53,40.348904,-74.6624533,727,1293,28
75,60825,Day 75: 16:53:45,40.36040169999998,-74.6504046,954,1293,71
75,61125,Day 75: 16:58:45,40.32163400000001,-74.645877,763,1293,42
75,57655,Day 75: 16:00:55,40.3463245,-74.6599466,1410,1293,17
75,71938,Day 75: 19:58:58,40.362892999999985,-74.653722,250,1293,35
75,61701,Day 75: 17:08:21,40.352193,-74.654863,849,1293,36
75,71938,Day 75: 19:58:58,40.35665600000001,-74.64587,136,1293,7
76,68119,Day 76: 18:55:19,40.358318999999995,-74.660496,416,1293,28
76,69471,Day 76: 19:17:51,40.361207048020994,-74.65090559149054,917,1293,53
76,58098,Day 76: 16:08:18,40.3488775,-74.6511265,635,1293,29
76,72518,Day 76: 20:08:38,40.35274799999999,-74.655175,850,1293,17
76,57245,Day 76: 15:54:05,40.326100000072415,-74.65350649984502,278,1293,7
76,64039,Day 76: 17:47:19,40.32525000000168,-74.65408750000373,276,1293,19
76,38636,Day 76: 10:43:56,40.35615549999999,-74.6616416,789,1293,13
76,66077,Day 76: 18:21:17,40.325467,-74.654394,580,1293,4
77,63001,Day 77: 17:30:01,40.350856400000005,-74.6602711,835,1293,4
77,65074,Day 77: 18:04:34,40.35048900000001,-74.66299,350,1293,25
77,61367,Day 77: 17:02:47,40.35030140002072,-74.66572680002415,502,1293,22
77,61134,Day 77: 16:58:54,40.34990335008203,-74.66119355006516,340,1293,29
77,62526,Day 77: 17:22:06,40.3463245,-74.6599466,1410,1293,8
77,61076,Day 77: 16:57:56,40.34603919999999,-74.6611197,722,1293,26
77,79790,Day 77: 22:09:50,40.358662999999986,-74.651449,590,1293,31
77,85948,Day 77: 23:52:28,40.326980400000004,-74.6436265,82,1293,27
77,57612,Day 77: 16:00:12,40.35489399999999,-74.650991,823,1293,6
77,44808,Day 77: 12:26:48,40.3232395,-74.6439486,766,1293,4
78,71904,Day 78: 19:58:24,40.35643609999999,-74.6604995,790,1293,24
78,64833,Day 78: 18:00:33,40.315251450001234,-74.63699549999815,175,1293,38
78,62975,Day 78: 17:29:35,40.31513990002762,-74.63826009994621,176,1293,11
78,57084,Day 78: 15:51:24,40.35188910007403,-74.6523897500774,267,1293,25
78,74021,Day 78: 20:33:41,40.34897599999999,-74.645022,311,1293,41
78,64059,Day 78: 17:47:39,40.307872999999994,-74.597874,362,1293,43
78,62520,Day 78: 17:22:00,40.35048900000001,-74.66299,350,1293,64
79,64740,Day 79: 17:59:00,40.35489399999999,-74.650991,823,1293,22
79,72518,Day 79: 20:08:38,40.355717999999996,-74.646207,131,1293,9
79,82066,Day 79: 22:47:46,40.3240585,-74.640482,63,1293,43
79,60988,Day 79: 16:56:28,40.32320990001872,-74.64706960009202,765,1293,30
79,73290,Day 79: 20:21:30,40.36040169999998,-74.6504046,954,1293,9
79,66304,Day 79: 18:25:04,40.356864,-74.6478104,436,1293,32
79,62871,Day 79: 17:27:51,40.35392099999999,-74.659713,787,1293,42
80,60990,Day 80: 16:56:30,40.354476,-74.668829,302,1293,30
80,61651,Day 80: 17:07:31,40.35660970003514,-74.65553755002915,852,1293,40
80,74518,Day 80: 20:41:58,40.36334099999999,-74.644245,338,1293,17
80,58924,Day 80: 16:22:04,40.3569423,-74.6584551,587,1293,39
80,55537,Day 80: 15:25:37,40.358847999999995,-74.650709,589,1293,20
80,61489,Day 80: 17:04:49,40.3532342,-74.6656512,385,1293,6
80,60465,Day 80: 16:47:45,40.3604457,-74.6519309,412,1293,33
81,71965,Day 81: 19:59:25,40.355979,-74.6537649,275,1293,5
81,61413,Day 81: 17:03:33,40.35707949999999,-74.6629604,839,1293,36
81,68531,Day 81: 19:02:11,40.35157223520821,-74.66336114473114,505,1293,49
81,61515,Day 81: 17:05:15,40.350852800000006,-74.6520544,634,1293,41
81,66470,Day 81: 18:27:50,40.308243199999986,-74.6375966,1374,1293,25
81,57680,Day 81: 16:01:20,40.35132985009542,-74.6542150001004,804,1293,32
81,61492,Day 81: 17:04:52,40.3536231,-74.6466972,549,1293,57
81,58042,Day 81: 16:07:22,40.35172300000001,-74.663672,504,1293,35
81,58001,Day 81: 16:06:41,40.35030140002072,-74.66572680002415,502,1293,35
81,61334,Day 81: 17:02:14,40.3573014,-74.6464709,320,1293,18
81,21828,Day 81: 06:03:48,40.3417442,-74.6558806,1295,1293,69
82,75224,Day 82: 20:53:44,40.318042999999996,-74.645838,641,1293,10
82,63563,Day 82: 17:39:23,40.35665600000001,-74.64587,136,1293,44
82,63457,Day 82: 17:37:37,40.35188589999999,-74.6559076,851,1293,20
82,61062,Day 82: 16:57:42,40.355357,-74.656382,562,1293,35
82,68430,Day 82: 19:00:30,40.3074932,-74.6439648,1366,1293,15
82,68304,Day 82: 18:58:24,40.33203399999999,-74.596803,1167,1293,14
82,61275,Day 82: 17:01:15,40.32947349999999,-74.59898730000002,1065,1293,31
83,59057,Day 83: 16:24:17,40.32216450002882,-74.65885150002086,210,1293,36
83,57457,Day 83: 15:57:37,40.354497099999996,-74.6618334,257,1293,14
83,58688,Day 83: 16:18:08,40.321126899999996,-74.637901,972,1293,23
83,66562,Day 83: 18:29:22,40.352542,-74.650206,822,1293,44
83,65141,Day 83: 18:05:41,40.2977737,-74.682199,1412,1293,28
83,57444,Day 83: 15:57:24,40.31422205491618,-74.63815324170629,177,1293,22
84,60181,Day 84: 16:43:01,40.338578999999996,-74.655601,793,1293,5
84,45450,Day 84: 12:37:30,40.34603919999999,-74.6611197,722,1293,30
84,61375,Day 84: 17:02:55,40.348219400000005,-74.6466968,308,1293,17
84,82071,Day 84: 22:47:51,40.351017150011394,-74.66629069994238,500,1293,6
84,57826,Day 84: 16:03:46,40.345202799999996,-74.6697251,99,1293,27
84,60781,Day 84: 16:53:01,40.29962929311818,-74.64033907935404,56,1293,27
84,46699,Day 84: 12:58:19,40.3618371,-74.601071,1414,1293,48
84,68460,Day 84: 19:01:00,40.31214860000001,-74.6423682,667,1293,21
84,61215,Day 84: 17:00:15,40.3542757,-74.6470376,802,1293,10
85,57780,Day 85: 16:03:00,40.34990335008203,-74.66119355006516,340,1293,20
85,62197,Day 85: 17:16:37,40.34087799999998,-74.664512,920,1293,10
85,61185,Day 85: 16:59:45,40.35188910007403,-74.6523897500774,267,1293,23
85,57086,Day 85: 15:51:26,40.344885399999995,-74.6603323,721,1293,35
85,65226,Day 85: 18:07:06,40.3569423,-74.6584551,587,1293,10
85,58850,Day 85: 16:20:50,40.3561054,-74.6648537,742,1293,6
86,57797,Day 86: 16:03:17,40.327548699999994,-74.6429462,69,1293,60
86,61949,Day 86: 17:12:29,40.35736579999999,-74.648185,434,1293,14
86,68063,Day 86: 18:54:23,40.344885399999995,-74.6603323,721,1293,63
86,46074,Day 86: 12:47:54,40.356790000000004,-74.644482,546,1293,5
86,51293,Day 86: 14:14:53,40.32439069999999,-74.6406996,92,1293,32
86,64898,Day 86: 18:01:38,40.3458272,-74.6702286,100,1293,62
86,61184,Day 86: 16:59:44,40.3538782,-74.6540424,272,1293,31
86,61157,Day 86: 16:59:17,40.3517393,-74.6528816,805,1293,21
86,61068,Day 86: 16:57:48,40.351947,-74.643967,327,1293,20
87,70944,Day 87: 19:42:24,40.355979,-74.6537649,275,1293,16
87,63226,Day 87: 17:33:46,40.352679,-74.6497542,570,1293,18
87,54246,Day 87: 15:04:06,40.32204600000001,-74.656666,674,1293,48
87,71806,Day 87: 19:56:46,40.343048,-74.667417,228,1293,10
87,57263,Day 87: 15:54:23,40.362508000000005,-74.641686,863,1293,15
87,59529,Day 87: 16:32:09,40.361197,-74.649475,215,1293,57
87,30101,Day 87: 08:21:41,40.3024241,-74.6493022,1340,1293,5
88,67296,Day 88: 18:41:36,40.35638300000001,-74.6467468,135,1293,33
88,66811,Day 88: 18:33:31,40.36158388895669,-74.60128840904576,1151,1293,47
88,68478,Day 88: 19:01:18,40.3532453,-74.6572754,785,1293,26
88,72041,Day 88: 20:00:41,40.361931999999996,-74.653594,410,1293,19
88,62619,Day 88: 17:23:39,40.323223799999994,-74.6446909,767,1293,17
88,61160,Day 88: 16:59:20,40.3550282,-74.6576039,636,1293,53
89,61233,Day 89: 17:00:33,40.351656000000006,-74.662923,507,1293,37
89,60968,Day 89: 16:56:08,40.326341,-74.65266,403,1293,39
89,61108,Day 89: 16:58:28,40.3232395,-74.6439486,766,1293,57
89,72422,Day 89: 20:07:02,40.350749699999994,-74.6621001,349,1293,18
89,60502,Day 89: 16:48:22,40.35048900000001,-74.66299,350,1293,14
90,56235,Day 90: 15:37:15,40.33546969999999,-74.6634086,557,1293,17
90,61435,Day 90: 17:03:55,40.3569423,-74.6584551,587,1293,13
90,72437,Day 90: 20:07:17,40.358847999999995,-74.650709,589,1293,57
90,61250,Day 90: 17:00:50,40.3511892,-74.6604189,510,1293,34
90,60145,Day 90: 16:42:25,40.350749699999994,-74.6621001,349,1293,46
90,66077,Day 90: 18:21:17,40.360379,-74.648825,33,1293,21
90,79355,Day 90: 22:02:35,40.35157223520821,-74.66336114473114,505,1293,42
90,62252,Day 90: 17:17:32,40.299623,-74.686969,448,1293,52
91,66227,Day 91: 18:23:47,40.353054,-74.655347,561,1293,60
91,64525,Day 91: 17:55:25,40.35246709999999,-74.6593339,509,1293,40
91,57492,Day 91: 15:58:12,40.345745,-74.6445698,310,1293,58
91,61079,Day 91: 16:57:59,40.3532342,-74.6656512,385,1293,25
91,30124,Day 91: 08:22:04,40.35638300000001,-74.6467468,135,1293,30
91,58095,Day 91: 16:08:15,40.3493425000878,-74.66095340008091,342,1293,20
91,78928,Day 91: 21:55:28,40.35087999999999,-74.6588674,610,1293,43
92,61110,Day 92: 16:58:30,40.35799609999999,-74.6617955,414,1293,47
92,60948,Day 92: 16:55:48,40.35377459999999,-74.6583855,784,1293,59
92,61443,Day 92: 17:04:03,40.360669,-74.65864,407,1293,10
92,64590,Day 92: 17:56:30,40.36189699999999,-74.646103,36,1293,46
92,62617,Day 92: 17:23:37,40.34658959999999,-74.6646682,223,1293,57
92,71569,Day 92: 19:52:49,40.316169800000004,-74.6563589,1253,1293,17
92,66074,Day 92: 18:21:14,40.32216450002882,-74.65885150002086,210,1293,47
92,52405,Day 92: 14:33:25,40.35532499999999,-74.64208,336,1293,27
92,78575,Day 92: 21:49:35,40.3604457,-74.6519309,412,1293,18
93,61702,Day 93: 17:08:22,40.3510944,-74.6657416,501,1293,36
93,62975,Day 93: 17:29:35,40.3496722,-74.6597517,943,1293,19
93,57367,Day 93: 15:56:07,40.350856400000005,-74.6602711,835,1293,37
93,74972,Day 93: 20:49:32,40.353998,-74.663912,738,1293,59
93,82131,Day 93: 22:48:51,40.354308,-74.65308300000001,268,1293,7
93,72584,Day 93: 20:09:44,40.340863799999994,-74.6678327,230,1293,16
93,53976,Day 93: 14:59:36,40.35030140002072,-74.66572680002415,502,1293,22
93,80565,Day 93: 22:22:45,40.360518,-74.64422,37,1293,33
93,65859,Day 93: 18:17:39,40.3626662,-74.6000642,1152,1293,28
93,68431,Day 93: 19:00:31,40.353646,-74.642097,335,1293,21
94,57701,Day 94: 16:01:41,40.3604457,-74.6519309,412,1293,20
94,66526,Day 94: 18:28:46,40.349827300008215,-74.64760535000703,307,1293,9
94,56703,Day 94: 15:45:03,40.3417442,-74.6558806,1295,1293,14
94,61247,Day 94: 17:00:47,40.360518,-74.64422,37,1293,23
94,57307,Day 94: 15:55:07,40.338578999999996,-74.655601,793,1293,17
94,68434,Day 94: 19:00:34,40.3538782,-74.6540424,272,1293,38
94,58098,Day 94: 16:08:18,40.3232395,-74.6439486,766,1293,12
94,61272,Day 94: 17:01:12,40.303211,-74.6421686,1348,1293,4
94,57806,Day 94: 16:03:26,40.36702499999999,-74.656729,874,1293,35
95,57795,Day 95: 16:03:15,40.31474699999998,-74.637946,174,1293,22
95,72148,Day 95: 20:02:28,40.32742550000834,-74.65034049996447,513,1293,36
95,60489,Day 95: 16:48:09,40.350852800000006,-74.6520544,634,1293,35
95,58042,Day 95: 16:07:22,40.35349599999999,-74.656631,563,1293,29
95,51901,Day 95: 14:25:01,40.351469000016294,-74.65771509990024,913,1293,13
95,68998,Day 95: 19:09:58,40.36459070000001,-74.6549312,796,1293,39
95,72063,Day 95: 20:01:03,40.34265729999999,-74.6606083,1396,1293,40
95,67173,Day 95: 18:39:33,40.35736579999999,-74.648185,434,1293,51
96,57997,Day 96: 16:06:37,40.352679,-74.6497542,570,1293,17
96,32984,Day 96: 09:09:44,40.36514469999999,-74.6488025,214,1293,15
96,60915,Day 96: 16:55:15,40.35033889999999,-74.6535251,630,1293,7
96,68341,Day 96: 18:59:01,40.35796989999999,-74.6486383,435,1293,17
96,57517,Day 96: 15:58:37,40.35609199999999,-74.645404,134,1293,57
