Person ID,OType,OName,OLon,OLat,OXCoord,OYCoord,ODepartureTime,DType,DName,DLon,DLat,DXCoord,DYCoord,GCDistance,Prob. of Driving Themselves,Prob. of Getting a Ride,Prob. of Using Uber/MT,Prob. of Taking AV System,Trip_Type
34004495789,O,LEWIS SCHOOL OF PRINCETON,-74.6654,40.3508,2407,463,68296.0,H,Home,-74.6497,40.3584,2408,464,0.9841,0.0,0.0,0.0,0.0,O
34004597002,H,Home,-74.6698,40.3526,2407,463,68467.0,O,HEARTLAND PAYMENT SYSTEMS INC,-74.66,40.3499,2408,463,0.546,0.0,0.0,0.0,0.0,O
34004499667,H,Home,-74.6622,40.3527,2407,463,68556.0,O,PRINCETON HEALTHCARE MGMT SVC,-74.648,40.322,2410,459,2.2487,0.089,0.091,0.091,0.729,O
34004597337,H,Home,-74.6713,40.3474,2407,463,68664.0,O,NUTRITION PROGRAM,-74.6617,40.3568,2407,464,0.8251,0.97,0.006,0.006,0.018,O
34004499898,H,Home,-74.6617,40.3498,2407,463,68777.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.285,0.906,0.009,0.009,0.075,O
34004597198,H,Home,-74.6688,40.3495,2407,463,68856.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.4161,0.201,0.08,0.08,0.639,O
34004495978,O,PRINCETON CORKSCREW WINESHOP,-74.6624,40.3507,2407,463,68999.0,H,Home,-74.6525,40.3569,2408,464,0.6752,0.0,0.156,0.067,0.777,O
34004597340,H,Home,-74.6713,40.3474,2407,463,69189.0,O,PRINCETON HEALTHCARE SYST,-74.6502,40.3562,2408,464,1.2665,0.119,0.088,0.088,0.705,O
34004578772,O,MA CHERIE BOUTIQUE,-74.6629,40.3492,2407,463,69191.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.5339,0.981,0.002,0.002,0.015,O
34004597061,H,Home,-74.6692,40.3512,2407,463,69320.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.5321,0.98,0.004,0.004,0.012,O
34004497980,O,CLINICAL PROFESSIONALS INC,-74.663,40.3488,2407,463,69322.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.2446,0.983,0.002,0.003,0.012,O
34004595111,H,Home,-74.6629,40.3469,2407,463,69371.0,O,OCCUPATIONAL MEDICINE SVC,-74.6617,40.3568,2407,464,0.6923,0.413,0.117,0.117,0.352,O
34004503585,O,MA CHERIE BOUTIQUE,-74.6629,40.3492,2407,463,69598.0,H,Home,-74.6625,40.3601,2407,464,0.7552,0.0,0.135,0.058,0.807,O
34004597309,H,Home,-74.6713,40.3474,2407,463,69726.0,O,PRINCETON UNIVERSITY,-74.6557,40.3486,2408,463,0.8244,0.957,0.009,0.009,0.026,O
34004595119,H,Home,-74.6629,40.3469,2407,463,69945.0,O,JANIE & JACK,-74.6502,40.3562,2408,464,0.9311,0.991,0.002,0.002,0.005,O
34004499405,H,Home,-74.6626,40.3537,2407,463,70326.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.5517,0.0,0.038,0.025,0.937,O
34004496602,O,KINNEY SYSTEM,-74.6623,40.3507,2407,463,70461.0,O,PRINCETON HEALTHCARE SYST,-74.6502,40.3562,2408,464,0.7434,0.44,0.112,0.112,0.336,O
34004264481,O,DRURY CAPITAL SVC LLC,-74.6623,40.3507,2407,463,70463.0,O,VARSITY LIQUORS,-74.6527,40.3521,2408,463,0.5188,0.98,0.002,0.004,0.014,O
34004570271,O,ROBERT F LE MASSENA & ASSOC,-74.6629,40.3492,2407,463,70470.0,W,STS ASSOCIATE INC,-74.6502,40.3562,2408,464,0.8291,0.187,0.081,0.081,0.65,W
34004595053,H,Home,-74.6629,40.3469,2407,463,70496.0,O,HOAGIE HAVEN,-74.6519,40.3524,2408,463,0.6927,0.0,0.0,0.0,0.0,O
34005977817,O,YANKEE SUPPLY LLC,-74.6688,40.3525,2407,463,70572.0,W,MERCOM INC,-74.6466,40.321,2410,459,2.4739,0.139,0.086,0.086,0.689,W
34004499447,H,Home,-74.6626,40.3537,2407,463,70746.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.5517,0.0,0.056,0.037,0.907,O
34004503722,O,MASALA GRILL,-74.6627,40.3497,2407,463,70855.0,H,Home,-74.6664,40.3581,2407,464,0.6092,0.154,0.085,0.085,0.677,O
34004465636,O,COLDWELL BANKER,-74.6634,40.349,2407,463,71008.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.5495,0.0,0.046,0.03,0.924,O
34004597376,H,Home,-74.6713,40.3474,2407,463,71037.0,O,P J'S PANCAKE HOUSE RESTAURANT,-74.6575,40.3503,2408,463,0.7516,0.0,0.095,0.063,0.842,O
34004597348,H,Home,-74.6713,40.3474,2407,463,71045.0,O,TERESA'S CAFFE,-74.6607,40.35,2408,463,0.5836,0.923,0.015,0.015,0.046,O
34004498844,H,Home,-74.6654,40.3532,2407,463,71192.0,O,JANIE & JACK,-74.6502,40.3562,2408,464,0.8303,0.923,0.008,0.008,0.062,O
34004502957,O,SEMAPHORE MANAGEMENT,-74.6634,40.3503,2407,463,71223.0,H,Home,-74.659,40.3599,2407,464,0.7064,0.935,0.006,0.006,0.052,O
34004503694,O,NASSAU CLUB,-74.6632,40.3478,2407,463,71226.0,H,Home,-74.6664,40.3581,2407,464,0.7324,0.0,0.111,0.047,0.842,O
34004503502,O,N T CALLAWAY REAL ESTATE,-74.6639,40.3494,2407,463,71339.0,H,Home,-74.6606,40.3605,2407,464,0.7871,0.996,0.001,0.001,0.002,O
34004499636,H,Home,-74.6622,40.3527,2407,463,71354.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.4819,0.903,0.01,0.01,0.078,O
34004311886,O,PALMER SQUARE GARAGE,-74.6627,40.3502,2407,463,71398.0,W,CORE LAB PARTNERS,-74.649,40.3225,2410,459,2.0499,0.193,0.081,0.081,0.646,W
34004596980,H,Home,-74.6698,40.3526,2407,463,71441.0,O,PRINCETON HEALTHCARE SYST,-74.6502,40.3562,2408,464,1.0626,0.993,0.001,0.001,0.004,O
34004596465,H,Home,-74.6667,40.3481,2407,463,71481.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.2814,0.0,0.005,0.003,0.992,O
34004497168,O,N T CALLAWAY REAL ESTATE,-74.6639,40.3494,2407,463,71482.0,H,Home,-74.652,40.3533,2408,463,0.6831,0.977,0.002,0.002,0.018,O
34004498934,H,Home,-74.6654,40.3532,2407,463,71681.0,O,PRINCETON UNIVERSITY,-74.6557,40.3486,2408,463,0.6014,0.952,0.005,0.005,0.038,O
34005653713,W,AJIHEI,-74.6625,40.3496,2407,463,71713.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.5019,0.0,0.0,0.0,0.0,W
42008932176,W,MEDITERRA RESTAURANT & BAR,-74.6622,40.3508,2407,463,71720.0,O,JANIE & JACK,-74.6502,40.3562,2408,464,0.7346,0.453,0.055,0.055,0.438,W
34004470996,W,CHAPIN RESTAURANT,-74.6616,40.3538,2407,463,71779.0,O,PRINCETON HEALTHCARE SYST,-74.6502,40.3562,2408,464,0.6217,0.928,0.007,0.007,0.058,W
34004499759,H,Home,-74.6644,40.3501,2407,463,71780.0,O,EDUCATIONAL TESTING SVC,-74.6502,40.3562,2408,464,0.8596,0.0,0.01,0.007,0.983,O
34004284935,W,AJIHEI,-74.6625,40.3496,2407,463,71791.0,O,CRAFT CLEANERS,-74.6528,40.3514,2408,463,0.5256,0.932,0.007,0.007,0.054,W
34004548014,W,MEDITERRA RESTAURANT & BAR,-74.6622,40.3508,2407,463,71814.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.3563,0.974,0.003,0.003,0.021,W
34001732201,W,ORIGINAL SOUP MAN,-74.6611,40.351,2407,463,71817.0,O,PRINCETON HEALTHCARE SYST,-74.6502,40.3562,2408,464,0.6804,0.153,0.085,0.085,0.678,W
34005432975,W,CHAPIN RESTAURANT,-74.6616,40.3538,2407,463,71826.0,O,ACADEMIC NETWORK FOR CLINICAL,-74.6502,40.3562,2408,464,0.6217,0.965,0.007,0.007,0.021,W
34004254032,W,AJIHEI,-74.6625,40.3496,2407,463,71889.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.2857,0.177,0.082,0.082,0.658,W
34004345063,W,GREATER PRINCETON YOUTH,-74.6634,40.3522,2407,463,71915.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.4708,0.12,0.088,0.088,0.704,W
34004243503,W,MORVEN MUSEUM & GARDEN,-74.6658,40.3474,2407,463,71923.0,O,PRINCETON GIRL CHOIR,-74.6556,40.3509,2408,463,0.5894,0.12,0.088,0.088,0.704,W
34004432787,W,MEDITERRA RESTAURANT & BAR,-74.6622,40.3508,2407,463,71925.0,O,PRINCETON HEALTHCARE SYST,-74.6502,40.3562,2408,464,0.7346,0.165,0.084,0.084,0.668,W
42002432151,W,MORVEN MUSEUM & GARDEN,-74.6658,40.3474,2407,463,71931.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.2173,0.954,0.005,0.005,0.037,W
42002403454,W,PAUL ROBESON CTR-THE ARTS,-74.6612,40.3523,2407,463,71951.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.4383,0.0,0.12,0.052,0.828,W
34004398020,W,PEACOCK INN,-74.6655,40.3491,2407,463,71958.0,O,PRINCETON RECREATION DEPT,-74.6669,40.3583,2407,464,0.638,0.992,0.001,0.001,0.006,W
34004587305,W,PRINCETON STRING QUARTET,-74.6642,40.3511,2407,463,72011.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.4165,0.379,0.062,0.062,0.497,W
42002414136,W,MASALA GRILL,-74.6627,40.3497,2407,463,72100.0,O,PEPPER HAMILTON LLP,-74.6523,40.3179,2410,459,2.2672,0.399,0.06,0.06,0.481,W
34004770166,W,MORVEN MUSEUM & GARDEN,-74.6658,40.3474,2407,463,72108.0,O,JIMMY'S GULF STATION,-74.6502,40.3562,2408,464,1.0217,0.958,0.008,0.008,0.025,W
34004266330,W,PALMER HOUSE,-74.6644,40.3492,2407,463,72146.0,O,CRYSTAL SPRINGS WATER,-74.6502,40.3562,2408,464,0.8921,0.389,0.061,0.061,0.489,W
34004384200,W,MASALA GRILL,-74.6627,40.3497,2407,463,72218.0,O,EDUCATIONAL TESTING SVC,-74.6502,40.3562,2408,464,0.7983,0.288,0.071,0.071,0.57,W
34001612577,W,MEDITERRA RESTAURANT & BAR,-74.6622,40.3508,2407,463,72282.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.3563,0.21,0.079,0.079,0.632,W
34004500340,O,TPC JASNA POLANA,-74.6643,40.3483,2407,463,72317.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.6034,0.0,0.133,0.057,0.81,O
34004497144,O,KINNEY SYSTEM,-74.6623,40.3507,2407,463,72376.0,H,Home,-74.651,40.3536,2408,463,0.6315,0.974,0.005,0.005,0.016,O
34004438195,W,GARDEN CAFE & CATERERS-PRNCTN,-74.6642,40.3516,2407,463,72446.0,O,PRINCETON UNIVERSITY FED CU,-74.6445,40.3216,2410,459,2.3173,0.0,0.009,0.006,0.985,W
34004499611,H,Home,-74.6622,40.3527,2407,463,72500.0,O,ROBERT WOOD JOHNSON FOUNDATION,-74.6502,40.3562,2408,464,0.6765,0.984,0.003,0.003,0.01,O
34004595113,H,Home,-74.6629,40.3469,2407,463,72863.0,O,UNIVERSITY MEDICAL CTR,-74.6617,40.3568,2407,464,0.6923,0.138,0.172,0.172,0.517,O
34004335119,O,TPC JASNA POLANA,-74.6643,40.3483,2407,463,72909.0,W,PACKET PUBLICATIONS,-74.664,40.3577,2407,464,0.6503,0.319,0.068,0.068,0.545,W
34004499465,H,Home,-74.6626,40.3537,2407,463,73292.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.5517,0.996,0.001,0.001,0.002,O
34004498944,H,Home,-74.6654,40.3532,2407,463,73601.0,O,KALLURI CORNER,-74.6522,40.3517,2408,463,0.7073,0.911,0.009,0.009,0.071,O
34004597345,H,Home,-74.6713,40.3474,2407,463,73610.0,O,P J'S PANCAKE HOUSE RESTAURANT,-74.6575,40.3503,2408,463,0.7516,0.552,0.045,0.045,0.358,O
34004503512,O,PRINCETON CENTER-DENTAL ASTHTC,-74.6625,40.3496,2407,463,73664.0,W,RCN CORP,-74.6466,40.321,2410,459,2.1474,0.45,0.11,0.11,0.33,W
34006681889,O,OLSON'S FINE FOODS,-74.6619,40.3503,2407,463,73925.0,W,PRINCETON RECREATION DEPT,-74.6669,40.3583,2407,464,0.6151,0.957,0.004,0.004,0.034,W
34004355166,O,CARTER & CAVERO OLD WORLD,-74.6616,40.3497,2407,463,74146.0,W,DJ SULLY,-74.6502,40.3562,2408,464,0.7502,0.175,0.083,0.083,0.66,W
34004496940,O,EAGLE TRADING SYSTEMS INC,-74.6623,40.3507,2407,463,74387.0,H,Home,-74.6517,40.3552,2408,464,0.6413,0.935,0.013,0.013,0.039,O
34004503939,O,AU COURANT OPTICIANS,-74.662,40.3503,2407,463,74474.0,H,Home,-74.6595,40.3578,2407,464,0.531,0.912,0.018,0.018,0.053,O
34005574567,O,LACE SILHOUETTES LINGERIE,-74.6618,40.3499,2407,463,74479.0,W,CONTE'S PIZZERIA,-74.6634,40.3597,2407,464,0.6854,0.0,0.0,0.0,0.0,W
34001506272,O,YWCA PRINCETON,-74.6642,40.3516,2407,463,74766.0,W,RCN CORP,-74.6466,40.321,2410,459,2.3098,0.947,0.005,0.005,0.042,W
34004596982,H,Home,-74.6698,40.3526,2407,463,74972.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.5202,0.955,0.009,0.009,0.027,O
34004499904,H,Home,-74.6617,40.3498,2407,463,75241.0,O,CORPORATE CARS OF AMERICA,-74.6518,40.3515,2408,463,0.5349,0.953,0.005,0.005,0.038,O
34004499434,H,Home,-74.6626,40.3537,2407,463,75544.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.5517,0.99,0.001,0.001,0.008,O
34004597231,H,Home,-74.6667,40.3501,2407,463,75605.0,O,PULMONARY RESPIRATORY PROGRAM,-74.6617,40.3568,2407,464,0.533,0.914,0.009,0.009,0.069,O
34004597313,H,Home,-74.6713,40.3474,2407,463,76032.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.3608,0.994,0.001,0.001,0.004,O
34004596482,H,Home,-74.6667,40.3481,2407,463,76087.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.2814,0.406,0.059,0.059,0.475,O
34004496907,O,CLINICAL PROFESSIONALS INC,-74.663,40.3488,2407,463,76492.0,H,Home,-74.6517,40.3552,2408,464,0.7429,0.975,0.003,0.003,0.02,O
34004499430,H,Home,-74.6626,40.3537,2407,463,76529.0,O,EFES MEDITERRANEAN GRILL,-74.6522,40.3517,2408,463,0.5676,0.997,0.0,0.001,0.002,O
34004503513,O,PALMER SQUARE GARAGE,-74.6627,40.3502,2407,463,76537.0,H,Home,-74.6606,40.3605,2407,464,0.7189,0.449,0.11,0.11,0.331,O
34004597191,H,Home,-74.6688,40.3495,2407,463,76550.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.4161,0.958,0.008,0.008,0.025,O
34004503897,O,PLAY SOCCER,-74.6629,40.3492,2407,463,76561.0,H,Home,-74.6629,40.3587,2407,464,0.6567,0.306,0.139,0.139,0.416,O
34004499247,O,NASSAU CLUB,-74.6632,40.3478,2407,463,76563.0,H,Home,-74.6634,40.3553,2407,464,0.5198,0.0,0.0,0.0,0.0,O
34004463355,O,PEACOCK INN,-74.6655,40.3491,2407,463,76833.0,W,BLUE POINT GRILL,-74.6511,40.3525,2408,463,0.7915,0.343,0.066,0.066,0.526,W
34004507208,O,WITHERSPOON STREET PRSBYTRN,-74.6613,40.3527,2407,463,76899.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.4673,0.214,0.157,0.157,0.472,O
34004597307,H,Home,-74.6713,40.3474,2407,463,77049.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.8251,0.0,0.047,0.032,0.921,O
34004597044,O,MASALA GRILL,-74.6627,40.3497,2407,463,77069.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.2971,0.981,0.004,0.004,0.011,O
34004597010,H,Home,-74.6698,40.3526,2407,463,77172.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.5202,0.93,0.014,0.014,0.042,O
34004569951,O,TPC JASNA POLANA,-74.6643,40.3483,2407,463,78024.0,W,EATING DISORDERS PROGRAM,-74.6617,40.3568,2407,464,0.6034,0.308,0.069,0.069,0.554,W
34004499668,H,Home,-74.6622,40.3527,2407,463,78268.0,O,PRINCETON HEALTHCARE SYST,-74.6502,40.3562,2408,464,0.6765,0.173,0.083,0.083,0.662,O
34000667185,O,NATURAL THERAPEUTIC CARE,-74.6629,40.3492,2407,463,78377.0,W,ELEMENTS RESTAURANT,-74.669,40.3551,2407,464,0.5193,0.954,0.005,0.005,0.037,W
34004498870,H,Home,-74.6654,40.3532,2407,463,78530.0,O,PRINCETON UNIVERSITY,-74.6557,40.3486,2408,463,0.6014,0.945,0.006,0.006,0.044,O
34004499624,H,Home,-74.6622,40.3527,2407,463,78672.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.4819,0.98,0.004,0.004,0.012,O
34004597325,H,Home,-74.6713,40.3474,2407,463,78834.0,O,VIBURNUM PREMIER FLORIST,-74.6547,40.3515,2408,463,0.9152,0.965,0.007,0.007,0.021,O
34004596966,H,Home,-74.6698,40.3526,2407,463,78915.0,O,J B WINBERIE RESTAURANT & BAR,-74.6607,40.3494,2408,463,0.5257,0.907,0.019,0.019,0.056,O
34004499403,H,Home,-74.6626,40.3537,2407,463,79123.0,O,BLUE POINT GRILL,-74.6511,40.3525,2408,463,0.6094,1.0,0.0,0.0,0.0,O
34004533734,O,CHASE,-74.663,40.349,2407,463,79450.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.5444,0.0,0.0,0.0,0.0,O
34004499836,H,Home,-74.6644,40.3501,2407,463,79759.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.3587,0.102,0.09,0.09,0.718,O
34004506659,O,MEDITERRA RESTAURANT & BAR,-74.6622,40.3508,2407,463,80086.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.3563,0.918,0.016,0.016,0.049,O
34004503573,O,MEDITERRA RESTAURANT & BAR,-74.6622,40.3508,2407,463,80259.0,H,Home,-74.6625,40.3601,2407,464,0.6444,0.966,0.007,0.007,0.02,O
34004596477,H,Home,-74.6667,40.3481,2407,463,80939.0,O,ADVANCED WATER TECHNOLOGY,-74.6502,40.3562,2408,464,1.0376,0.0,0.124,0.083,0.793,O
34004595076,H,Home,-74.6629,40.3469,2407,463,81201.0,O,BLUE POINT GRILL,-74.6511,40.3525,2408,463,0.7328,0.0,0.046,0.03,0.924,O
34004597313,H,Home,-74.6713,40.3474,2407,463,81446.0,O,HEARTLAND PAYMENT SYSTEMS INC,-74.66,40.3499,2408,463,0.6162,0.994,0.001,0.001,0.004,O
34004595113,H,Home,-74.6629,40.3469,2407,463,82496.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.6923,0.138,0.172,0.172,0.517,O
34004499761,H,Home,-74.6644,40.3501,2407,463,82674.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.3587,0.0,0.029,0.019,0.952,O
34004499873,H,Home,-74.6632,40.3496,2407,463,82743.0,O,BLUE POINT GRILL,-74.6511,40.3525,2408,463,0.664,0.982,0.004,0.004,0.011,O
34004498830,H,Home,-74.6654,40.3532,2407,463,83136.0,O,VARSITY LIQUORS,-74.6527,40.3521,2408,463,0.6775,0.97,0.003,0.003,0.024,O
34004428679,O,ZWEENA,-74.6611,40.3538,2407,463,83408.0,O,BANK OF AMERICA MORTGAGE,-74.6523,40.3179,2410,459,2.5247,0.432,0.057,0.057,0.454,O
34004597005,H,Home,-74.6698,40.3526,2407,463,83598.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.6313,0.942,0.006,0.006,0.046,O
34004597028,H,Home,-74.6692,40.3512,2407,463,83642.0,O,WITHERSPOON GRILL,-74.6597,40.3501,2408,463,0.5033,0.998,0.0,0.0,0.001,O
34004597068,H,Home,-74.6692,40.3512,2407,463,84166.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.5542,0.972,0.006,0.006,0.017,O
34004498803,O,TPC JASNA POLANA,-74.6643,40.3483,2407,463,84264.0,H,Home,-74.6635,40.3559,2407,464,0.5228,0.982,0.004,0.004,0.011,O
34004499853,H,Home,-74.6632,40.3496,2407,463,84671.0,O,OLSON RESEARCH GRP,-74.6502,40.3562,2408,464,0.8209,0.0,0.025,0.016,0.959,O
34004596481,H,Home,-74.6667,40.3481,2407,463,86218.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.6616,0.427,0.057,0.057,0.458,O
34004496893,O,PRINCETON RECREATION DEPT,-74.6669,40.3583,2407,464,116.0,H,Home,-74.6517,40.3552,2408,464,0.8332,0.0,0.014,0.009,0.977,O
34004590595,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,322.0,H,Home,-74.653,40.3511,2408,463,0.6022,0.936,0.006,0.006,0.051,O
34004590594,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,819.0,H,Home,-74.653,40.3511,2408,463,0.6022,0.0,0.0,0.0,0.0,O
34004372474,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,1261.0,O,OLD WORLD PIZZA,-74.6519,40.3524,2408,463,0.6009,0.0,0.0,0.0,0.0,O
34004499125,H,Home,-74.6634,40.3553,2407,464,1515.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.6716,0.93,0.007,0.007,0.056,O
34004595113,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,1738.0,H,Home,-74.6629,40.3469,2407,463,0.6923,0.138,0.172,0.172,0.517,O
34004497181,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,1966.0,H,Home,-74.652,40.3533,2408,463,0.565,0.0,0.046,0.03,0.924,O
34004497077,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,2061.0,H,Home,-74.651,40.3536,2408,463,0.6063,0.0,0.051,0.034,0.915,O
34004597068,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,2608.0,H,Home,-74.6692,40.3512,2407,463,0.5542,0.972,0.006,0.006,0.017,O
34004496893,O,LUPITA GROCERIES,-74.6652,40.356,2407,464,5144.0,H,Home,-74.6517,40.3552,2408,464,0.7134,0.0,0.014,0.009,0.977,O
34004596481,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,5444.0,H,Home,-74.6667,40.3481,2407,463,0.6616,0.427,0.057,0.057,0.458,O
34004497069,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,5656.0,H,Home,-74.651,40.3536,2408,463,0.6063,0.0,0.028,0.019,0.953,O
34004502999,H,Home,-74.659,40.3599,2407,464,5936.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.917,0.915,0.008,0.008,0.068,O
34004627299,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,6520.0,W,ROCKWOOD SPECIALTIES GROUP INC,-74.649,40.3225,2410,459,2.4688,0.902,0.01,0.01,0.078,W
42002524077,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,7324.0,W,PROXIMARE INC,-74.649,40.3225,2410,459,2.4688,0.4,0.06,0.06,0.48,W
34005630653,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,7395.0,W,ROCKWOOD SPECIALTIES GROUP INC,-74.649,40.3225,2410,459,2.4688,0.976,0.005,0.005,0.014,W
34004504110,H,Home,-74.6637,40.3563,2407,464,7588.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.7416,0.269,0.146,0.146,0.439,O
34004503811,H,Home,-74.666,40.3561,2407,464,7766.0,O,HEARTLAND PAYMENT SYSTEMS INC,-74.66,40.3499,2408,463,0.5325,0.914,0.009,0.009,0.069,O
34004499061,H,Home,-74.6675,40.3541,2407,464,8298.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.6727,0.386,0.061,0.061,0.491,O
34004476041,O,PRINCETON REGIONAL SCHOOLS,-74.6649,40.3585,2407,464,8640.0,W,TIPPY TOES,-74.6629,40.3492,2407,463,0.65,0.903,0.01,0.01,0.078,W
34004539209,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,8651.0,W,YATROFSKY PLUMBING & HEATING,-74.6502,40.3562,2408,464,0.6044,0.972,0.006,0.006,0.017,W
34004503901,O,MT PISGAH AME CHURCH,-74.6625,40.3542,2407,464,8950.0,O,PRINCETON HEALTHCARE SYST,-74.6502,40.3562,2408,464,0.6597,0.077,0.185,0.185,0.554,O
34005208693,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,9141.0,W,DOUGLASS LIMOUSINE,-74.6518,40.3515,2408,463,0.6346,0.077,0.092,0.092,0.738,W
34004504039,H,Home,-74.664,40.3567,2407,464,9568.0,O,HEARTLAND PAYMENT SYSTEMS INC,-74.66,40.3499,2408,463,0.514,0.941,0.012,0.012,0.035,O
34004381546,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,9697.0,W,COVANCE INC,-74.647,40.3187,2410,459,2.7464,0.178,0.082,0.082,0.658,W
34004374069,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,9880.0,W,KOVI TOWING SVC,-74.6502,40.3562,2408,464,0.6044,0.929,0.007,0.007,0.057,W
34004497300,O,ELEMENTS RESTAURANT,-74.669,40.3551,2407,464,10598.0,H,Home,-74.6553,40.3562,2408,464,0.7258,0.143,0.086,0.086,0.686,O
34004497653,H,Home,-74.66,40.3544,2407,464,11322.0,O,KENMORE APPLIANCE REPAIR,-74.6502,40.3562,2408,464,0.5317,0.313,0.069,0.069,0.55,O
34004516605,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,12748.0,O,HYATT REGENCY-PRINCETON,-74.6441,40.3244,2410,459,2.4275,0.227,0.077,0.077,0.618,O
34004472775,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,13007.0,W,MA CHERIE BOUTIQUE,-74.6629,40.3492,2407,463,0.5339,0.15,0.085,0.085,0.68,W
34004579870,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,13033.0,O,MA CHERIE BOUTIQUE,-74.6629,40.3492,2407,463,0.5339,0.982,0.002,0.004,0.013,O
34004597201,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,13212.0,H,Home,-74.6688,40.3495,2407,463,0.6314,0.191,0.081,0.081,0.647,O
42002672421,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,13371.0,W,COVANCE INC,-74.647,40.3187,2410,459,2.7464,0.254,0.075,0.075,0.597,W
34004503723,H,Home,-74.6664,40.3581,2407,464,13444.0,O,CHURCH OF JESUS CHRIST OF LDS,-74.6502,40.3562,2408,464,0.8624,0.14,0.086,0.086,0.688,O
