ODepartureTime,formatted_time,origin_name,origin_lat,origin_lon,destination_name,destination_lat,destination_lon
44254.0,12:17:34,SEARS,40.2898,-74.6854,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
44371.0,12:19:31,NAI GLOBAL,40.3595,-74.5951,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
44402.0,12:20:02,NAI GLOBAL,40.3595,-74.5951,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
44517.0,12:21:57,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
44624.0,12:23:44,MC CARTER THEATRE,40.3451,-74.6605,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
44742.0,12:25:42,NAI GLOBAL,40.3595,-74.5951,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
44753.0,12:25:53,NAI GLOBAL,40.3595,-74.5951,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
44791.0,12:26:31,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
44808.0,12:26:48,ETHAN ALLEN,40.3562,-74.6502,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
44857.0,12:27:37,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
44920.0,12:28:40,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
44927.0,12:28:47,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
44932.0,12:28:52,NAI GLOBAL,40.3595,-74.5951,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
44983.0,12:29:43,COMPASS HEALTHCARE COMM,40.3488,-74.663,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
44990.0,12:29:50,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
45049.0,12:30:49,Home,40.3481,-74.6667,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
45089.0,12:31:29,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
45104.0,12:31:44,HYATT REGENCY-PRINCETON,40.3244,-74.6441,UNIVERSITY MEDICAL CTR,40.3568,-74.6617
45147.0,12:32:27,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
45271.0,12:34:31,COLD STONE CREAMERY,40.295,-74.6847,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
45272.0,12:34:32,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
45344.0,12:35:44,Home,40.3511,-74.653,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
45386.0,12:36:26,MC CARTER THEATRE,40.3451,-74.6605,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
45459.0,12:37:39,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
45618.0,12:40:18,HYATT REGENCY-PRINCETON,40.3244,-74.6441,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
45708.0,12:41:48,WELLS FARGO BANK,40.3514,-74.6552,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
45742.0,12:42:22,COLD STONE CREAMERY,40.295,-74.6847,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
45751.0,12:42:31,ALPHA RISK MANAGEMENT,40.3496,-74.6618,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
45804.0,12:43:24,COLD STONE CREAMERY,40.295,-74.6847,UNIVERSITY MEDICAL CTR,40.3568,-74.6617
45826.0,12:43:46,WESTMINSTER FOUNDATION,40.349,-74.6608,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
45982.0,12:46:22,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
45983.0,12:46:23,NAI GLOBAL,40.3595,-74.5951,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
46060.0,12:47:40,Home,40.3531,-74.6531,PRINCETON HEALTHCARE MED ASSOC,40.3568,-74.6617
46062.0,12:47:42,NAI GLOBAL,40.3595,-74.5951,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
46074.0,12:47:54,HYATT REGENCY-PRINCETON,40.3244,-74.6441,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
46221.0,12:50:21,NELLONE THERAPEUTICS INC,40.3562,-74.6502,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
46224.0,12:50:24,ZORBA'S GRILL-TAKEOUT,40.3504,-74.6569,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
46279.0,12:51:19,NAI GLOBAL,40.3595,-74.5951,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
46341.0,12:52:21,Home,40.3501,-74.6644,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
46699.0,12:58:19,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
46780.0,12:59:40,PRINCETON HEALTHCARE SYST,40.3562,-74.6502,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
47027.0,13:03:47,NAI GLOBAL,40.3595,-74.5951,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
47083.0,13:04:43,NAI GLOBAL,40.3595,-74.5951,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
47151.0,13:05:51,HOOTERS,40.3562,-74.6502,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
47176.0,13:06:16,Home,40.3531,-74.6531,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
47216.0,13:06:56,PRINCETON HEALTHCARE SYST,40.3562,-74.6502,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
47326.0,13:08:46,MC CARTER THEATRE,40.3451,-74.6605,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
47402.0,13:10:02,NAI GLOBAL,40.3595,-74.5951,LEWIS DIAGNOSTIC INSTITUTE,40.3508,-74.6654
47423.0,13:10:23,MC CARTER THEATRE,40.3451,-74.6605,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
47478.0,13:11:18,TIGER INN,40.3488,-74.6528,ASSOCIATED DENTAL ARTS LLC,40.3601,-74.6504
47635.0,13:13:55,GARY & LENNY'S NY RSTRNT-DELI,40.295,-74.683,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
47740.0,13:15:40,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
47743.0,13:15:43,ST PAUL CONVENT,40.3516,-74.6537,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
47749.0,13:15:49,Home,40.3511,-74.653,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
47781.0,13:16:21,PRIMARY CARE NURSING SVC INC,40.3562,-74.6502,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
47889.0,13:18:09,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
47951.0,13:19:11,Home,40.3469,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
48051.0,13:20:51,HON SUSHI,40.2957,-74.6826,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
48092.0,13:21:32,N T CALLAWAY REAL ESTATE,40.3494,-74.6639,UNIVERSITY MEDICAL CTR,40.3568,-74.6617
48124.0,13:22:04,Home,40.3418,-74.6639,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
48379.0,13:26:19,Home,40.3602,-74.6495,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
48430.0,13:27:10,TIGER INN,40.3488,-74.6528,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
48617.0,13:30:17,NASSAU CLUB,40.3478,-74.6632,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
48696.0,13:31:36,CHEZ ALICE OF PRINCETON,40.3495,-74.6612,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
48880.0,13:34:40,NAI GLOBAL,40.3595,-74.5951,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
48923.0,13:35:23,NAI GLOBAL,40.3595,-74.5951,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
49104.0,13:38:24,TOMO JAPANESE RESTAURANT,40.3521,-74.6524,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
49242.0,13:40:42,Home,40.3504,-74.6552,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
49433.0,13:43:53,NAI GLOBAL,40.3595,-74.5951,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
49465.0,13:44:25,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
49607.0,13:46:47,MC CARTER THEATRE,40.3451,-74.6605,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
49874.0,13:51:14,Home,40.3469,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
50035.0,13:53:55,NAI GLOBAL,40.3595,-74.5951,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
50040.0,13:54:00,NAI GLOBAL,40.3595,-74.5951,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
50155.0,13:55:55,Home,40.3469,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
50514.0,14:01:54,Home,40.3474,-74.6713,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
51014.0,14:10:14,NAI GLOBAL,40.3595,-74.5951,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
51145.0,14:12:25,Home,40.3552,-74.6517,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
51287.0,14:14:47,Home,40.3511,-74.653,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
51535.0,14:18:55,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
51730.0,14:22:10,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
51829.0,14:23:49,Home,40.3504,-74.6552,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
51873.0,14:24:33,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
51901.0,14:25:01,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR,40.3568,-74.6617
51992.0,14:26:32,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
52066.0,14:27:46,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
52070.0,14:27:50,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
52074.0,14:27:54,BRACCO DIAGNOSTICS INC,40.3586,-74.5985,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
52148.0,14:29:08,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
52156.0,14:29:16,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
52190.0,14:29:50,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
52240.0,14:30:40,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
52258.0,14:30:58,PRINCETON GAMMA TECH INSTRS,40.3554,-74.5966,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
52330.0,14:32:10,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
52401.0,14:33:21,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
52401.0,14:33:21,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
52405.0,14:33:25,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR,40.3568,-74.6617
52435.0,14:33:55,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
52514.0,14:35:14,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
52759.0,14:39:19,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
53470.0,14:51:10,MIELE INC,40.3607,-74.5999,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
53566.0,14:52:46,Home,40.3069,-74.6416,CLINICAL SYSTEMS,40.3538,-74.6611
53658.0,14:54:18,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
53790.0,14:56:30,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
53966.0,14:59:26,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
53976.0,14:59:36,BRISTOL-MYERS SQUIBB INTL,40.3562,-74.6502,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
53980.0,14:59:40,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
53982.0,14:59:42,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,PRINCETON HEALTHCARE MED ASSOC,40.3568,-74.6617
54030.0,15:00:30,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
54035.0,15:00:35,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
54047.0,15:00:47,BRACCO DIAGNOSTICS INC,40.3586,-74.5985,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
54066.0,15:01:06,BRACCO DIAGNOSTICS INC,40.3586,-74.5985,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
54117.0,15:01:57,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
54167.0,15:02:47,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
54189.0,15:03:09,PRINCETON TAXI,40.3485,-74.6637,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
54233.0,15:03:53,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
54246.0,15:04:06,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
54265.0,15:04:25,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55234.0,15:20:34,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55468.0,15:24:28,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55537.0,15:25:37,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55547.0,15:25:47,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55549.0,15:25:49,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55594.0,15:26:34,AAA TAXI INC,40.3604,-74.6509,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55636.0,15:27:16,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55679.0,15:27:59,TWIN OAKS MOVING & STORAGE,40.3562,-74.6502,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55736.0,15:28:56,NUCRYST PHARMACEUTICALS CORP,40.3584,-74.601,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55783.0,15:29:43,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55879.0,15:31:19,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55890.0,15:31:30,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55947.0,15:32:27,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
55985.0,15:33:05,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56016.0,15:33:36,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56019.0,15:33:39,PHARMASSET INC,40.3554,-74.5966,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56121.0,15:35:21,ROCKWOOD SPECIALTIES GROUP INC,40.3225,-74.649,PRINCETON HEALTHCARE MED ASSOC,40.3568,-74.6617
56235.0,15:37:15,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56366.0,15:39:26,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,PRINCETON HEALTHCARE MED ASSOC,40.3568,-74.6617
56410.0,15:40:10,J  WITHERSPOON MIDDLE,40.3532,-74.6628,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
56427.0,15:40:27,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
56441.0,15:40:41,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56444.0,15:40:44,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,CVS PHARMACY,40.3511,-74.6563
56530.0,15:42:10,COVANCE INC,40.3187,-74.647,BRACCO DIAGNOSTICS INC,40.3586,-74.5985
56694.0,15:44:54,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56703.0,15:45:03,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
56717.0,15:45:17,KIDDIE ACADEMY OF PRINCETON,40.3212,-74.6499,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56742.0,15:45:42,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56767.0,15:46:07,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56767.0,15:46:07,ST PAUL SCHOOL,40.3515,-74.6537,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56779.0,15:46:19,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56801.0,15:46:41,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56839.0,15:47:19,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56881.0,15:48:01,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56903.0,15:48:23,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
56924.0,15:48:44,J  WITHERSPOON MIDDLE,40.3532,-74.6628,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
56938.0,15:48:58,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56959.0,15:49:19,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56970.0,15:49:30,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
56987.0,15:49:47,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57001.0,15:50:01,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,PRINCETON PHARMACY,40.3469,-74.6617
57004.0,15:50:04,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57005.0,15:50:05,COMMUNITY PARK,40.3607,-74.6628,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
57011.0,15:50:11,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,PRINCETON HEALTHCARE MED ASSOC,40.3568,-74.6617
57012.0,15:50:12,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57018.0,15:50:18,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57022.0,15:50:22,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57022.0,15:50:22,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57025.0,15:50:25,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57032.0,15:50:32,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57041.0,15:50:41,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57046.0,15:50:46,PRINCETON UNIVERSITY,40.3486,-74.6557,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
57059.0,15:50:59,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
57065.0,15:51:05,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
57084.0,15:51:24,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57085.0,15:51:25,PRINCETON UNIVERSITY,40.3486,-74.6557,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57086.0,15:51:26,J  WITHERSPOON MIDDLE,40.3532,-74.6628,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
57087.0,15:51:27,ST PAUL SCHOOL,40.3515,-74.6537,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57089.0,15:51:29,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
57089.0,15:51:29,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57096.0,15:51:36,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57097.0,15:51:37,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57100.0,15:51:40,ST PAUL SCHOOL,40.3515,-74.6537,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57102.0,15:51:42,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57119.0,15:51:59,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57120.0,15:52:00,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,PRINCETON HEALTHCARE MGMT SVC,40.322,-74.648
57126.0,15:52:06,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57128.0,15:52:08,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57134.0,15:52:14,PRINCETON UNIVERSITY,40.3486,-74.6557,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57136.0,15:52:16,WEST WINDSOR-PLAINSBORO HIGH,40.3238,-74.5987,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57142.0,15:52:22,PRINCETON UNIVERSITY,40.3486,-74.6557,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57144.0,15:52:24,PRINCETON UNIVERSITY,40.3486,-74.6557,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
57157.0,15:52:37,ST PAUL SCHOOL,40.3515,-74.6537,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
